Scientific name;Family;Svenskt namn;Dyntaxa ID number;Establishment;Red-listed;Red-listed values;Time of immigration;Införd;Index of invasive concern;Risk för Invasiv?;Biodiversity relevance (1-8);Antalet andra organismer som är beroende av, eller använder, arten som födokälla, substrat, skydd eller mutualistisk partner.;Nektar produktion (1-7);Heat requirement;Värmekrav klara som lägst (odlingszoner);Cold requirement;Kylkrav (;Temp. optimum;Continentality;Light;Växtnamn;Växtsätt;kontroll;Växtnamn;Medelhöjd (cm);Maxhöjd (cm);Blomningsstart;Blomningsslut;Phenology;Börjar Blomma;Extreme phenology;Sena;Kontroll;Växtnamn;Blommande?;Blomfärg;Kontroll;Ljus;Moisture;Fukt;Soil reaction (pH);pH;Nitrogen (N);Kväve;Phosphorus (P);Fosfor;Salinity;Salttålighet;Grazing/mowing;Bete/slåtter;Soil disturbance;Mark störning;Longevity;Livslängd;Pollinator dependence;Pollinering;Seed dormancy;Vilande frön;Seed bank;Fröbank;Seed disperser;Nitrogen fixation;Photosynthetic pathway;Mycorrhiza;Carnivory;Parasitism;Plantskolor;;1 Siliceous rock;2 Ultrabasic rock;3 Calcareous rock;4 Dry heath;5. Dry meadow;6 Steppic meadow;7 Sand steppe;8 Moist heath;9 Moist meadow;10 Moist calcareous meadow;11 Raised bog;12 Poor/acidic fen;13 Intermediate-rich fen;14 Rich/calcareous fen;15 Tall herb/sedge/reed meadow;16 Oligotrophic water & shores;17 Mesotrophic water & shores;18 Eutrophic water & shores;19 sandy/stony/rocky sea shores;20 Sea shore meadows;21 Base-poor wasteland;22 Base-rich wasteland;23. Arable land;24 Gravelly ground;25 Ruderal;26 Hedgerows, thickets, wood-margins and groves;27 Heath-type deciduous forest;28 Intermediate deciduous forest;29 Herb-rich deciduous forest;30 Alnus glutinosa swamp;31 Fraxinus/Ulmus/Alnus incana swamp;32 Pinus/Betula swamp;33 Picea swamp;34 Heath-type coniferous forest;35 Vaccinium-type coniferous forest;36 Herb-rich coniferous forest;37 Cacareous conifer forest;38 Subalpine Betula forest
Carex distans L.;Cyperaceae;glesstarr;222303;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;11;11. zon 3;2;;4;5;7;Carex distans L.;Gräs/halvgräs;SANT;Carex distans L.;30;80;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Carex distans L.;Ja;Grön;SANT;7. alltid full sol;8;8. våt;8;8. alkalisk (pH > 7.5); ;Ingen data;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carex extensa Gooden.;Cyperaceae;segstarr;222310;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;11;11. zon 3;2;;4;7;7;Carex extensa Gooden.;Gräs/halvgräs;SANT;Carex extensa Gooden.;10;40;Juli;September;8;8. B Jun;1;22-juni;SANT;Carex extensa Gooden.;Ja;Grön;SANT;7. alltid full sol;8;8. våt;8;8. alkalisk (pH > 7.5);4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carex glareosa Wahlenb.;Cyperaceae;klapperstarr;222315;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;2;2. mellan-alpinzon;8;;13;5;7;Carex glareosa Wahlenb.;Gräs/halvgräs;SANT;Carex glareosa Wahlenb.;10;30;Juni;Augusti;4;4. B Apr;5;21-aug.;SANT;Carex glareosa Wahlenb.;Ja;Grön;SANT;7. alltid full sol;7;7. fuktig–våt;7;7. circumneutral (pH 6.5–7.5); ;Ingen data;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;2;kortvarig (1–5 år);Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carex halophila F. Nyl.;Cyperaceae;österbottensstarr;222317;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;6;6. zon 8;12;;13;7;7;Carex halophila F. Nyl.;Gräs/halvgräs;SANT;Carex halophila F. Nyl.;10;30;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Carex halophila F. Nyl.;Ja;Grön;SANT;7. alltid full sol;10;10. tillfälligt översvämmad;7;7. circumneutral (pH 6.5–7.5);4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carex paleacea Schreb. ex Wahlenb.;Cyperaceae;strandstarr;266;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;6;6. zon 8;8;;11;4;7;Carex paleacea Schreb. ex Wahlenb.;Gräs/halvgräs;SANT;Carex paleacea Schreb. ex Wahlenb.;30;80;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Carex paleacea Schreb. ex Wahlenb.;Ja;Grön;SANT;7. alltid full sol;10;10. tillfälligt översvämmad;7;7. circumneutral (pH 6.5–7.5);4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carex punctata Gaudin;Cyperaceae;prickstarr;268;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;11;11. zon 3;2;;4;2;7;Carex punctata Gaudin;Gräs/halvgräs;SANT;Carex punctata Gaudin;20;60;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Carex punctata Gaudin;Ja;Grön;SANT;7. alltid full sol;3;3. torr–mesisk;6;6. subneutral–circumneutral; ;Ingen data;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Centaurium littorale (Turner ex Sm.) Gilmour;Gentianaceae;smalarun;221411;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;10;10. zon 4;6;;8;6;7;Centaurium littorale (Turner ex Sm.) Gilmour;Ört;SANT;Centaurium littorale (Turner ex Sm.) Gilmour;10;30;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Centaurium littorale (Turner ex Sm.) Gilmour;Ja;Rosa;SANT;7. alltid full sol;6;6. fuktig;8;8. alkalisk (pH > 7.5);4;4. måttligt kvävefattig – måttligt kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;2;tvåårig eller åtminstone döende efter blomning (hapaxant);1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Centaurium pulchellum (Sw.) Druce;Gentianaceae;dvärgarun;221412;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;3;10;10. zon 4;2;;4;6;7;Centaurium pulchellum (Sw.) Druce;Ört;SANT;Centaurium pulchellum (Sw.) Druce;10;30;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Centaurium pulchellum (Sw.) Druce;Ja;Rosa;SANT;7. alltid full sol;6;6. fuktig;8;8. alkalisk (pH > 7.5);4;4. måttligt kvävefattig – måttligt kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;8;8. inte konkurrenskraftig i sluten vegetation, kräver markstörning minst vartannat år;1;strikt ettårig;0c;självbefruktning (främst eller endast);3;med morfologisk, fysikalisk eller mekanisk viloläge, eller med mellanliggande fysiologisk viloläge som resulterar i mycket långsam groning men oberoende av temperatur och säsong (eller kräver <35 dagar av kallstratifiering);3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Cochlearia danica L.;Brassicaceae;dansk skörbjuggsört;220090;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;11;11. zon 3;5;;7;5;7;Cochlearia danica L.;Ört;SANT;Cochlearia danica L.;10;25;April;Juni;6;6.B Maj;3;22-juli;SANT;Cochlearia danica L.;Ja;Vit;SANT;7. alltid full sol;5;5. mesisk–fuktig;8;8. alkalisk (pH > 7.5);5;5. måttligt kväverik;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat; ;Ingen data;1;strikt ettårig;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cochlearia officinalis L.;Brassicaceae;skörbjuggsört;220474;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;9;9. zon 5;5;;8;3;7;Cochlearia officinalis L.;Ört;SANT;Cochlearia officinalis L.;10;50;April;Juni;6;6.B Maj;3;22-juli;SANT;Cochlearia officinalis L.;Ja;Vit;SANT;7. alltid full sol;5;5. mesisk–fuktig;8;8. alkalisk (pH > 7.5);6;6. måttligt–mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt; ;Ingen data; ;Ingen data;1;strikt ettårig;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crambe maritima L.;Brassicaceae;strandkål;220482;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;4;11;11. zon 3;5;;7;4;7;Crambe maritima L.;Ört;SANT;Crambe maritima L.;30;80;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Crambe maritima L.;Ja;Vit;SANT;7. alltid full sol;5;5. mesisk–fuktig;7;7. circumneutral (pH 6.5–7.5);8;8. begränsad till naturligt mycket kväverika jordar;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;1;1. tål inte någon betning/slåtter;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Deschampsia bottnica (Wahlenb.) Trin.;Poaceae;gultåtel;222414;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;8;8. zon 6;8;;10;;7;Deschampsia bottnica (Wahlenb.) Trin.;Gräs;SANT;Deschampsia bottnica (Wahlenb.) Trin.;30;80;Juni;Juli; ;Ingen data; ;Ingen data;SANT;Deschampsia bottnica (Wahlenb.) Trin.;Ja;Grön;SANT;7. alltid full sol;10;10. tillfälligt översvämmad;7;7. circumneutral (pH 6.5–7.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer;Cyperaceae;dvärgsäv;222434;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;9;9. zon 5;3;;6;5;7;Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer;Vattenväxt;SANT;Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer;5;15;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer;Ja;Grön;SANT;7. alltid full sol;11;11. grunt (<0.5 m) permanent vatten;8;8. alkalisk (pH > 7.5);5;5. måttligt kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elytrigia juncea (L.) Nevski;Poaceae;strandkvickrot;222448;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;1;11;11. zon 3;2;;4;4;7;Elytrigia juncea (L.) Nevski;Gräs;SANT;Elytrigia juncea (L.) Nevski;30;100;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Elytrigia juncea (L.) Nevski;Ja;Grön;SANT;7. alltid full sol;6;6. fuktig;6;6. subneutral–circumneutral;7;7. mycket kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);3;med morfologisk, fysikalisk eller mekanisk viloläge, eller med mellanliggande fysiologisk viloläge som resulterar i mycket långsam groning men oberoende av temperatur och säsong (eller kräver <35 dagar av kallstratifiering); ;Ingen data;Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glaucium flavum Crantz;Papaveraceae;strandvallmo;712;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;2;12;12. zon 2;2;;3;3;7;Glaucium flavum Crantz;Ört;SANT;Glaucium flavum Crantz;30;100;Juni;Augusti; ;Ingen data; ;Ingen data;SANT;Glaucium flavum Crantz;Ja;Gul;SANT;7. alltid full sol;5;5. mesisk–fuktig;7;7. circumneutral (pH 6.5–7.5);7;7. mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;8;8. inte konkurrenskraftig i sluten vegetation, kräver markstörning minst vartannat år;1;strikt ettårig;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;3;med morfologisk, fysikalisk eller mekanisk viloläge, eller med mellanliggande fysiologisk viloläge som resulterar i mycket långsam groning men oberoende av temperatur och säsong (eller kräver <35 dagar av kallstratifiering);4;semi-permanent (över 25 år);Passive;Nej;C3;;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Honckenya peploides (L.) Ehrh.;Caryophyllaceae;saltarv;220801;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;4;8;8. zon 6;3;;6;5;7;Honckenya peploides (L.) Ehrh.;Ört;SANT;Honckenya peploides (L.) Ehrh.;10;50;Maj;Augusti;8;8. B Jun;1;22-juni;SANT;Honckenya peploides (L.) Ehrh.;Ja;Vit;SANT;7. alltid full sol;6;6. fuktig;7;7. circumneutral (pH 6.5–7.5);8;8. begränsad till naturligt mycket kväverika jordar;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0c;självbefruktning (främst eller endast);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering; ;Ingen data;Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iris spuria L.;Iridaceae;dansk iris;888;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;4;13;13. zon 1;2;;3;5;7;Iris spuria L.;Ört;SANT;Iris spuria L.;50;100;Juni;Juli;8;8. B Jun;1;22-juni;SANT;Iris spuria L.;Ja;Blå, gul;SANT;7. alltid full sol;9;9. våt – tillfälligt översvämmad;8;8. alkalisk (pH > 7.5);4;4. måttligt kvävefattig – måttligt kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad; ;Ingen data;4;långlivad perenn;2a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;1;kortlivad (upp till ett eller sällan två år);Water;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Juncus balticus Willd.;Juncaceae;östersjötåg;224779;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;1;4;4. trädgränsen;7;;11;4;7;Juncus balticus Willd.;Gräs/halvgräs;SANT;Juncus balticus Willd.;20;100;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Juncus balticus Willd.;Ja;Grön;SANT;7. alltid full sol;6;6. fuktig;8;8. alkalisk (pH > 7.5);2;2. måttligt–mycket kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;2;kortvarig (1–5 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Juncus gerardii Loisel.;Juncaceae;salttåg;222535;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;7;7. zon 7;3;;7;5;7;Juncus gerardii Loisel.;Gräs/halvgräs;SANT;Juncus gerardii Loisel.;10;50;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Juncus gerardii Loisel.;Ja;Grön;SANT;7. alltid full sol;9;9. våt – tillfälligt översvämmad;8;8. alkalisk (pH > 7.5);5;5. måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;4;semi-permanent (över 25 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Juncus maritimus Lam.;Juncaceae;strandtåg;222537;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;4;4. 25-50;1;13;13. zon 1;1;;2;6;7;Juncus maritimus Lam.;Gräs/halvgräs;SANT;Juncus maritimus Lam.;30;120;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Juncus maritimus Lam.;Ja;Grön;SANT;7. alltid full sol;7;7. fuktig–våt;8;8. alkalisk (pH > 7.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;2;kortvarig (1–5 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kali turgidum (Dumort.) Guterm.;Amaranthaceae;sodaört;220909;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;2;12;12. zon 2;2;;3;5;7;Kali turgidum (Dumort.) Guterm.;Ört;SANT;Kali turgidum (Dumort.) Guterm.;10;50;Juli;September;11;11. S Jul;4;06-aug.;SANT;Kali turgidum (Dumort.) Guterm.;Ja;Grön;SANT;7. alltid full sol;7;7. fuktig–våt;8;8. alkalisk (pH > 7.5);7;7. mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;4;4. trivs i både betade/slungna och ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig; ;Ingen data;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);Passive;Nej;;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lathyrus japonicus Willd.;Fabaceae;strandvial;221220;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;6;3;3. låg-alpinzon;5;;11;5;7;Lathyrus japonicus Willd.;Ört;SANT;Lathyrus japonicus Willd.;20;50;Juni;Augusti;9;9. S Jun;2;07-juli;SANT;Lathyrus japonicus Willd.;Ja;Rosa;SANT;7. alltid full sol;6;6. fuktig;7;7. circumneutral (pH 6.5–7.5);3;3. måttligt kvävefattig;4;4. gynnas av hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;1;1. tål inte någon betning/slåtter;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;1a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);3;med morfologisk, fysikalisk eller mekanisk viloläge, eller med mellanliggande fysiologisk viloläge som resulterar i mycket långsam groning men oberoende av temperatur och säsong (eller kräver <35 dagar av kallstratifiering);1;kortlivad (upp till ett eller sällan två år);Expl;Ja;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lepidium latifolium L.;Brassicaceae;bitterkrassing;220540;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;11;11. zon 3;2;;4;6;7;Lepidium latifolium L.;Ört;SANT;Lepidium latifolium L.;50;100;Juni;Augusti;10;10. B Jul;3;22-juli;SANT;Lepidium latifolium L.;Ja;Vit;SANT;7. alltid full sol;4;4. mesisk;8;8. alkalisk (pH > 7.5);8;8. begränsad till naturligt mycket kväverika jordar;5;5. begränsad till jordar med hög fosfortillgång;4;konkurrenskraftig endast under måttlig–hög salthalt;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;0c;självbefruktning (främst eller endast); ;Ingen data; ;Ingen data;Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
